id,lon,lat
2959901265,11.3290825,44.4894215
2203153321,11.353927599999999,44.5043356
4448019103,11.3464154,44.5041587
252162465,11.339565,44.4862092
3433713171,11.3587522,44.5005836
419839846,11.3223708,44.4953693
366284242,11.3670805,44.4945595
82550625,11.3452486,44.4810539
7676640780,11.3525308,44.5025048
8538907553,11.3657241,44.5041539
3433695958,11.359128199999999,44.500376599999996
7913977015,11.369951,44.5031495
252166504,11.330135199999999,44.5075289
430482003,11.3429634,44.4965482
1229415619,11.3515725,44.5082671
250735019,11.3403149,44.4888883
5841634296,11.3661456,44.4925534
8417631884,11.3308454,44.493805599999995
4450635981,11.3432862,44.5066586
6807688335,11.3311958,44.506271
410723041,11.3590477,44.4978342
2452540734,11.369990099999999,44.508920599999996
4455261961,11.3410959,44.507557399999996
82550597,11.3481673,44.4871712
257620957,11.3720565,44.4898254
300588127,11.3576331,44.478978399999995
311050393,11.3305762,44.511001799999995
3977909930,11.362237799999999,44.509430599999995
8115030091,11.3289181,44.5095148
8739821899,11.3561617,44.4962926
1827488916,11.3683801,44.4894493
5840652736,11.358753799999999,44.4930038
8993064197,11.334656899999999,44.503262199999995
253822359,11.359981699999999,44.500033099999996
262702042,11.3679136,44.490128899999995
272882229,11.370206999999999,44.509571799999996
4448014905,11.343703,44.504041
361203278,11.344709,44.4957186
8947082338,11.3638815,44.5113941
1619045784,11.355495999999999,44.507553
1822418812,11.3559463,44.5087148
2997941892,11.349389799999999,44.5040153
9033397888,11.3454169,44.5050897
9886063483,11.3653639,44.5036238
4457864173,11.339148699999999,44.5004917
3670771178,11.348553299999999,44.4916781
3661249883,11.3459255,44.491403399999996
7914178815,11.357797399999999,44.5109713
7691902189,11.3575547,44.5114491
1646701872,11.329742999999999,44.500606399999995
82550636,11.3393625,44.484645199999996
2751927601,11.3491974,44.503375299999995
341385312,11.3385442,44.4817969
359903041,11.3549396,44.4941561
762208540,11.355981,44.4993445
341383779,11.339476,44.481217799999996
3977899996,11.324397399999999,44.5002482
4446681638,11.3491076,44.503538299999995
2247049102,11.3590194,44.503938399999996
4450635958,11.3428074,44.5062473
6380156846,11.3581615,44.4794106
4450636507,11.3421904,44.5072301
82550607,11.3490983,44.4820868
341932512,11.3424678,44.4817234
7617451942,11.3473961,44.500479399999996
8993064198,11.3362996,44.504097699999996
6344609993,11.359738799999999,44.4982489
250711129,11.3563195,44.4981292
9888474348,11.3403128,44.5100025
10199123667,11.3553949,44.5075748
3292047472,11.3462906,44.4987053
1619045557,11.352965,44.502444499999996
10565235712,11.3631222,44.492659599999996
1622129055,11.365701399999999,44.5108057
2960092394,11.371082999999999,44.5108805
343176867,11.3429662,44.4912359
10282421197,11.3686787,44.4803816
1628372020,11.3426078,44.5053591
5838931957,11.3472633,44.500381399999995
1459091916,11.315068199999999,44.5003928
613386370,11.3451626,44.4983341
341383815,11.338960799999999,44.482720199999996
4449749685,11.3429355,44.5060444
1628203811,11.3482,44.5031476
3217699233,11.333519599999999,44.5004619
483374311,11.3424056,44.5086988
250734907,11.329664099999999,44.4904964
341377535,11.336386,44.4813269
7610346792,11.3479151,44.485481899999996
2751927587,11.3502131,44.4994371
3661249884,11.345851,44.491396699999996
368329617,11.3729947,44.5058368
3801322714,11.3275708,44.4971363
4455261954,11.3433326,44.5058629
8956984919,11.3440172,44.4805737
1635094229,11.339201899999999,44.5023001
2957189747,11.3303818,44.487937099999996
1829435454,11.3637117,44.4951819
355230158,11.346864799999999,44.5089221
4450636262,11.3430726,44.5065641
1643325085,11.3304175,44.510611
361581282,11.3382835,44.496926599999995
1352203848,11.3642308,44.4808701
3861452623,11.3422348,44.4935121
3780691328,11.346121499999999,44.497344299999995
3362058249,11.3199791,44.498376799999996
4446681680,11.3473331,44.504019
2648108119,11.3313379,44.502921799999996
253822365,11.361886199999999,44.5022279
7676747620,11.352550599999999,44.502358099999995
7874899961,11.3419873,44.4977355
8477338830,11.327673899999999,44.496939999999995
3212900968,11.3470715,44.480257699999996
300588102,11.3583787,44.4812787
2728718998,11.3326508,44.5058188
8998449031,11.334021,44.4843729
1625141486,11.3642427,44.505929099999996
250704271,11.347681,44.4980238
361581322,11.3377722,44.4974024
1646123381,11.3278035,44.499192799999996
400895658,11.334362599999999,44.5004916
8422663425,11.350240099999999,44.5016138
3056383357,11.3291632,44.509271999999996
3310055626,11.3323506,44.492759
402601410,11.345268299999999,44.5037837
1370764042,11.3569435,44.4941187
252164883,11.3704837,44.4850959
251899495,11.317877,44.4888263
1747735260,11.370929199999999,44.4955419
1620858051,11.3525767,44.512189
4449688290,11.343371099999999,44.507262499999996
7486333355,11.3572419,44.494303099999996
9252756616,11.3494148,44.4826269
6905234446,11.357977199999999,44.4875234
6352037896,11.354789499999999,44.507501
346085837,11.342472299999999,44.4923451
1618210135,11.3403406,44.5101963
1618929346,11.3523483,44.506775
1628203748,11.345142599999999,44.5030226
3127746802,11.3394085,44.5090998
4450635712,11.3431642,44.5061952
5422204698,11.3252708,44.4934326
6367112037,11.3709651,44.494211199999995
6368939759,11.360345299999999,44.489028999999995
8514820350,11.3484842,44.4852886
9252839028,11.3504404,44.483503999999996
4449722084,11.3432763,44.5071893
330886443,11.3412005,44.4925249
3744096049,11.3387516,44.4955901
252164726,11.3636865,44.486240699999996
344707193,11.3286012,44.476909899999995
4450636265,11.3431528,44.506653299999996
8403256229,11.3409315,44.5046439
9033397905,11.342911299999999,44.5074136
330339155,11.348493,44.4913307
250734919,11.3302198,44.500924399999995
4455261953,11.3409611,44.505849999999995
7914202756,11.3605403,44.511286399999996
5288152090,11.325020799999999,44.5003963
252170623,11.345151,44.493497
8408615542,11.3382729,44.505058899999995
2547629338,11.3654007,44.5016495
3892406577,11.334262599999999,44.500549299999996
442281608,11.3306968,44.487711499999996
1433735266,11.366284,44.4881987
3056383645,11.3298154,44.510632699999995
3254500793,11.355918899999999,44.490502
5552773199,11.343858599999999,44.494523099999995
3744668910,11.3449656,44.503027499999995
3727347982,11.321100399999999,44.495795199999996
6156902536,11.3381326,44.5092283
4477429470,11.3555532,44.4983651
1753903953,11.359627099999999,44.4982234
3241211137,11.3425883,44.5030855
252167528,11.334263,44.5055693
2997957106,11.3359575,44.498949499999995
6903296768,11.3607643,44.4879633
10202796567,11.339103399999999,44.5005029
4446682848,11.3482629,44.5037294
10267927433,11.367293,44.486359799999995
3127769955,11.340738199999999,44.510363399999996
2957176900,11.3302569,44.4906474
6528022632,11.3635132,44.5091677
3320905082,11.3216842,44.5010725
4449736589,11.3431476,44.5058864
7978745925,11.337831699999999,44.511202499999996
3241236140,11.344165199999999,44.503928099999996
4449736599,11.343636799999999,44.5068754
401199511,11.3410505,44.4965567
6103444091,11.3457786,44.4996741
3676669638,11.3399672,44.4900636
5552774726,11.352967999999999,44.499868199999995
4695575006,11.3305397,44.4962393
5800785013,11.3352638,44.501905199999996
2997941885,11.3477439,44.5049858
2408601278,11.3260993,44.490352699999995
8072631496,11.3448104,44.4855015
3241211110,11.3443206,44.5029322
4455261340,11.341237099999999,44.5066382
5983399675,11.352974699999999,44.5111582
6699197637,11.3307576,44.5061265
4223931894,11.345115999999999,44.4878103
3661249914,11.3484716,44.4912421
5228237513,11.3407982,44.4940954
250734621,11.337049799999999,44.4958264
252164873,11.365621899999999,44.480407
4446682916,11.3474911,44.5037644
703667409,11.3626804,44.5062423
8991334964,11.360934499999999,44.5009604
8992634952,11.347335399999999,44.4944975
257366496,11.3600018,44.5029155
3254500765,11.346480099999999,44.494077999999995
6379885270,11.3612874,44.4999203
8926017597,11.3429468,44.507170699999996
1818459193,11.3369071,44.487317
8007289430,11.3380496,44.509422699999995
4743277606,11.3489949,44.4854165
344154407,11.3438613,44.4953705
8992868152,11.355520499999999,44.4982962
10245370591,11.3533337,44.479957
7014744670,11.3600131,44.4870945
1619045559,11.3528969,44.5024659
3368546726,11.318859,44.496891
1628403798,11.3450854,44.50231
8957430096,11.348774899999999,44.4806782
3327198438,11.3461059,44.5004074
370949181,11.3574492,44.4901365
3802566409,11.3697011,44.4798881
8842375655,11.3623198,44.50261
9033397882,11.3461927,44.5077887
4449736602,11.3436448,44.5068974
1600507448,11.332388499999999,44.509928699999996
5800850962,11.3343724,44.4992999
8480942107,11.3657767,44.4998442
5865129528,11.357394099999999,44.492473499999996
250763888,11.358077699999999,44.486070999999995
2099059449,11.3690822,44.503163
3431748486,11.3542492,44.498611
387533931,11.357643,44.500670299999996
566682635,11.3738663,44.4823604
3254498336,11.3427226,44.495001699999996
3676669634,11.338166099999999,44.4902337
7995184629,11.3426153,44.503011199999996
482623620,11.3526595,44.5090381
262702047,11.3678812,44.4900933
4463178222,11.3602411,44.507213199999995
6905234450,11.3576707,44.487469999999995
2464898276,11.350626,44.4959533
1624041830,11.347306399999999,44.511414099999996
420089885,11.3276013,44.4899123
5858878121,11.3290197,44.509538
8414773768,11.350485299999999,44.4998003
1628203908,11.345678099999999,44.5033889
417969456,11.3195179,44.492291099999996
419127227,11.321523,44.4955578
7974893343,11.3552976,44.5029653
257615745,11.327344199999999,44.4971268
5840652703,11.3618521,44.4921297
2921257845,11.359529,44.4968216
8422663435,11.349492699999999,44.5008645
9885311513,11.3667492,44.5038562
7997211164,11.3639007,44.508014499999994
8494413607,11.3574281,44.4903074
2202990293,11.3713213,44.488887399999996
344707176,11.3300001,44.478570399999995
3327215904,11.349096099999999,44.5001278
9031505406,11.354791899999999,44.4998892
5840668765,11.3465372,44.4945994
3854006248,11.3358472,44.5083091
8461951325,11.3309727,44.5065439
3212809773,11.3393281,44.4775631
3465178738,11.3443609,44.4859076
8461951324,11.3313504,44.5065418
6699197641,11.3311,44.5060682
3254498353,11.3441076,44.4946984
1618929428,11.3519958,44.5073528
9031505412,11.3557142,44.5016286
1617803850,11.359877,44.508063
4450636258,11.3420819,44.506543
2998004551,11.3377574,44.5026283
4446682819,11.3471716,44.5038172
3657337194,11.343116499999999,44.497064099999996
8403256232,11.3412094,44.5045977
5598895935,11.3466253,44.5111573
250763501,11.3372085,44.5017309
9879028237,11.35125,44.497223899999995
332670708,11.3561073,44.4822889
8542113709,11.3350806,44.503020799999994
301647163,11.3597141,44.4785885
3056383395,11.3290723,44.509974
252108388,11.318589,44.4915616
1628203343,11.3456738,44.5010732
10267905903,11.3623766,44.4881013
10543767985,11.3646177,44.4795212
8972469173,11.3575922,44.491191099999995
7691902388,11.3601719,44.5105006
361559309,11.3436947,44.4975555
2998019514,11.3422997,44.5032561
3464977294,11.34371,44.493730799999994
4446682197,11.3478718,44.503702499999996
251896657,11.353725299999999,44.491408
1088164257,11.3455652,44.493358799999996
3689075710,11.3342043,44.4993142
1618167919,11.339215099999999,44.509048899999996
4743134033,11.3686879,44.4752405
3236440805,11.344135399999999,44.4910291
7974893487,11.3557095,44.502172099999996
3368556386,11.3193258,44.496926599999995
3907014093,11.3442166,44.4920881
10209445353,11.3692675,44.485673999999996
5845666459,11.358703799999999,44.5011103
6156897876,11.3366423,44.5053625
7205437750,11.3337357,44.504984799999995
8992868237,11.3461793,44.497415
1618294478,11.3534265,44.5084544
3292047473,11.3462391,44.4986306
2390888382,11.3218382,44.4934215
7486333357,11.360191,44.4965471
9012028629,11.3597722,44.4917155
287559458,11.3188898,44.4969173
341930804,11.341656799999999,44.4864098
3977914066,11.3610677,44.5102738
9055618620,11.3437842,44.505725
10553319725,11.3579761,44.487035399999996
10209445363,11.368369699999999,44.484533
346613982,11.3450487,44.4967293
400882482,11.3443616,44.504131099999995
295705287,11.3697308,44.4817786
8992634931,11.3468261,44.4945272
1170364477,11.350878999999999,44.480198699999995
3661249905,11.348628399999999,44.491509699999995
2957172486,11.3300577,44.490244499999996
1645734617,11.328921099999999,44.50427
393974773,11.348649499999999,44.489536
2800586763,11.357685499999999,44.5094096
3320905077,11.3204756,44.4995677
3996418689,11.357232999999999,44.4938547
2957178961,11.330954,44.4906869
4447991418,11.3466665,44.5041405
3752415915,11.338342899999999,44.4962592
427562193,11.3619536,44.5054496
